Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
134,Vaporeon,W,3,Reverse,,12/64,,Kagemaru Himeno,,,
12,Butterfree,G,2,,,33/64,,Kagemaru Himeno,,,
103,Exeggcutor,G,2,,,35/64,,Kagemaru Himeno,,,
44,Gloom,G,2,,,37/64,,Keiji Kinebuchi,,,
105,Marowak,Fg,2,,,39/64,,Mitsuhiro Arita,,,
30,Nidorina,G,2,,,40/64,,Ken Sugimori,,,
47,Parasect,G,2,,,41/64,,Ken Sugimori,,,
57,Primeape,Fg,2,,Edition 1,43/64,,Kagemaru Himeno,,,
57,Primeape,Fg,2,,,43/65,,Kagemaru Himeno,,,
112,Rhydon,Fg,2,,,45/64,,Kagemaru Himeno,,,
119,Seaking,W,2,,,46/64,,Kagemaru Himeno,Yes,,
70,Weepinbell,G,2,,,48/64,,Kagemaru Himeno,,,
69,Bellsprout,G,1,,,49/64,,Kagemaru Himeno,,,
104,Cubone,Fg,1,,,50/64,,Mitsuhiro Arita,,,
133,Eevee,N,1,,,51/64,,Kagemaru Himeno,,,
102,Exeggcute,G,1,,,52/64,,Mitsuhiro Arita,,,
118,Goldeen,W,1,,,53/64,,Kagemaru Himeno,,,
39,Jigglypuff,N,1,,,54/64,,Kagemaru Himeno,,,
56,Mankey,Fg,1,,,55/64,,Kagemaru Himeno,,,
52,Meowth,N,1,,,56/64,,Mitsuhiro Arita,,,
29,Nidoran F,G,1,,,57/64,,Ken Sugimori,,,
43,Oddish,G,1,,,58/64,,Keiji Kinebuchi,,,
111,Rhyhorn,Fg,1,,,61/64,,Mitsuhiro Arita,,,
48,Venonant,G,1,,,63/64,,Mitsuhiro Arita,,,
48,Venonant,G,1,,Edition 1,63/64,,Mitsuhiro Arita,,,
T,Poke Ball,T,1,,,64/64,,Keiji Kinebuchi,,,
